Geneid,Fluconazole_rna1,Fluconazole_rna2,Fluconazole_rna3,Fluconazole_rna4,Nodrug_rna1,Nodrug_rna2,Nodrug_rna3,Nodrug_rna4
C1_05890W,0,19,6,1,1,4,15,0
C1_05900W,1421,1935,1457,1332,569,617,498,137
C1_05910W,3064,2782,3037,4102,959,1005,813,3911
C1_05920W,176,119,103,113,74,84,21,1
C1_05930C,1488,2220,2254,1433,1358,1391,1580,932
C1_05940W,3198,4122,5083,4044,6135,6305,6932,8526
C1_05950C,580,659,744,239,1789,1578,1843,1628
C1_05960W,2350,4121,4349,3706,3410,2967,3851,4299
C1_05970W,2,8,0,15,0,0,13,0
C1_05980W,204,822,801,419,453,535,732,751
C1_05990C,360,885,952,952,782,790,550,1024
C1_06000W,517,402,378,442,11,31,21,1
C1_06010W,1014,2365,1599,1218,604,852,852,310
C1_06020W,1920,2638,3032,1932,840,1708,1295,341
C1_06030C,68,332,366,210,114,325,222,266
C1_06040W,625,1063,1246,792,649,681,802,1473
C1_06050C,1433,2591,3111,3036,1366,2430,2360,1724
C1_06060C,894,1989,2494,1562,815,1368,1807,1626
C1_06070W,678,798,866,672,723,639,910,109
C1_06080C,1526,3052,3633,2669,1477,2329,1904,3458
C1_06090C,837,1264,1137,969,562,870,686,899
C1_06100C,6526,11130,13255,9369,15822,22918,21541,23169
C1_06110C,1094,1421,2176,1406,1034,1079,934,824
C1_06120C,44,171,367,90,175,172,161,1
C1_06130C,1129,1215,781,732,318,316,160,415
C1_06140C,1,53,45,30,11,87,102,276
C1_06150W,0,0,0,2,0,0,0,0
C1_06160W,36,42,75,52,0,6,11,0
C1_06180W,0,0,0,4,0,0,0,0
C1_06190C,0,0,0,0,0,0,0,0
C1_06200W,1286,1525,1402,1235,473,710,579,1986
C1_06210W,211,412,407,192,175,271,275,284
C1_06220C,36,105,83,71,32,108,149,248
C1_06230C,2629,1508,1802,5366,893,496,746,544
C1_06250W,0,36,30,22,12,50,0,25
C1_06260W,0,0,0,0,0,0,0,0
C1_06270W,818,1054,787,564,266,644,579,770
C1_06280C,94,97,145,80,153,79,70,1
C1_06290C,0,1,0,0,0,0,0,2
C1_06320W,243,706,418,267,364,456,280,625
C1_06330W,0,19,39,0,1,4,23,345
C1_06340W,76,76,76,54,153,272,259,0
C1_06350W,588,1617,1556,847,663,1183,1334,2711
C1_06360W,877,889,1392,911,541,677,500,361
C1_06370C,0,8,0,13,0,18,0,0
C1_06380C,185,299,381,190,174,538,256,6
C1_06390W,308,524,910,511,527,643,409,577
C1_06400C,1254,1702,1711,1681,998,1909,1795,1338
C1_06410W,497,942,1051,858,435,544,449,63
C1_06420C,590,1338,1518,808,492,624,433,1059
C1_06430C,0,13,2,12,0,0,0,0
C1_06440C,655,1290,1649,912,984,1742,1667,691
C1_06450C,6438,8992,8232,5060,16163,23000,15698,15501
C1_06460C,5003,5762,7435,4430,19758,20741,25343,21631
C1_06470W,580,1099,2000,888,2670,3930,4801,1676
C1_06480C,1254,1924,1922,911,636,1337,1031,1342
C1_06500W,568,917,862,327,403,811,426,894
C1_06510C,1438,1308,944,876,565,804,895,314
C1_06520C,4060,6110,6292,5968,2392,2878,2383,5617
C1_06530C,3954,4266,4954,2720,2988,3428,3160,2939
C1_06540C,445,444,587,430,219,674,456,459
C1_06550W,20820,24660,22554,16831,15344,25526,16570,29525
C1_06560W,347,622,441,372,360,558,350,1160
C1_06570W,833,1249,1367,495,517,143,357,1197
C1_06580W,7106,11523,12222,8717,17894,28170,23839,18514
C1_06590C,1833,4392,5766,2988,4228,9993,9080,8261
C1_06600W,4992,4090,3627,3361,3568,3703,3456,5794
C1_06610C,380,1016,873,802,957,1025,975,278
C1_06620C,101,29,1,24,13,6,17,7
C1_06630W,700,612,670,282,469,1240,601,1279
C1_06640C,2055,2786,3140,2268,2293,3166,3273,5346
C1_06650W,553,514,533,551,595,539,381,885
C1_06660W,1614,1287,1548,2070,1538,2571,2353,4401
C1_06670W,927,1463,1171,1075,927,1007,918,906
C1_06680W,843,1190,838,978,971,762,771,11
C1_06690W,986,1083,1231,1060,1429,1112,1231,594
C1_06700W,2144,2429,2585,2381,2464,2079,2410,4412
C1_06710W,301,536,622,364,358,424,323,344
C1_06720C,536,1030,1062,755,315,556,482,1508
C1_06730W,844,1269,1614,723,1419,1852,1915,1607
C1_06740C,329,593,595,259,472,828,451,667
C1_06750W,147,276,281,147,136,141,53,16
C1_06760C,534,724,758,390,1056,1104,1052,926
C1_06770W,1018,1485,1239,1181,899,999,1096,1206
C1_06780W,2641,3220,2984,2653,1537,1979,1618,4403
C1_06790C,855,1156,1340,1153,889,1259,1184,434
C1_06800W,408,748,749,470,412,590,778,222
C1_06810W,57495,75914,66063,55452,7252,10545,6365,13513
C1_06820W,810,926,1056,482,649,1020,547,17
C1_06840C,439,291,484,617,439,287,336,23
C1_06850W,1820,2162,2207,2742,1513,1751,1925,2109
C1_06860W,122,7,0,11,11,14,99,0
C1_06870C,14,25,7,14,547,780,633,297
C1_06880C,0,0,0,0,0,0,0,0
C1_06890C,5452,9081,10988,7300,17982,23935,29088,21055
C1_06900C,2557,2862,2667,2145,3607,5050,4437,2300
C1_06910C,1127,1792,1750,1098,1046,1295,987,993
C1_06920C,1537,1462,1779,827,296,506,285,502
C1_06930W,9563,14397,11209,7843,4207,7933,6441,11236
C1_06940C,1641,2297,1754,1982,1257,1494,1202,1532
C1_06960W,2431,2182,3326,1448,2487,4043,4602,4701
C1_06970C,3016,2298,2582,3198,1031,1421,1614,773
C1_06980C,531,513,298,566,429,353,449,189
C1_07000W,832,1074,1048,641,715,1141,556,524
C1_07010W,77,269,150,46,124,162,81,0
C1_07020C,857,1649,1092,1005,883,1150,1162,945
C1_07030C,5616,8532,4692,4661,335,514,288,544
C1_07040C,32,16,1,10,0,29,0,6
C1_07050C,466,678,489,445,212,424,280,2
C1_07060C,164,376,452,282,406,706,491,220
C1_07070C,4099,6643,6658,4327,4765,7098,6520,7052
C1_07080W,229,391,490,354,109,146,103,217
C1_07090C,1827,2546,2667,1925,1452,1956,1323,739
C1_07100C,369,829,676,545,589,422,712,561
C1_07110W,2956,3321,2635,2258,1585,2683,1744,816
C1_07120W,1250,1909,1485,906,3314,5180,4247,7799
C1_07130C,375,738,514,450,467,827,692,9
C1_07140C,2011,2511,2601,2395,1906,2633,1898,2575
C1_07150W,40,51,54,62,191,67,150,4
C1_07160C,243,184,177,1034,655,393,477,1075
C1_07170C,448,560,429,687,215,183,316,693
C1_07180W,1533,2024,2189,1772,959,1217,1068,3017
C1_07190W,1420,1746,1688,1457,1045,1090,976,992
C1_07200W,292,391,401,164,809,1216,1250,1383
C1_07210C,917,1188,1040,621,1045,922,566,491
C1_07220W,776,390,615,799,279,98,139,231
C1_07230W,1590,1597,1696,2014,2572,2767,2368,2493
C1_07240W,964,921,775,627,761,913,732,43
C1_07250C,461,1366,1024,889,761,842,683,1134
C1_07260C,655,648,600,572,526,561,377,135
C1_07270W,1428,1597,1618,1224,1504,1526,1036,1821
C1_07280C,62,167,64,121,158,221,157,0
C1_07290W,97,76,143,95,76,215,82,0
C1_07330W,64,204,101,299,269,1512,893,1898
C1_07340W,48,66,41,58,53,169,156,0
C1_07350C,278,307,303,245,245,502,310,433
C1_07360W,1735,1942,1863,1042,1186,1336,1388,2370
C1_07370C,698,1149,931,611,454,395,426,415
C1_07380C,6585,7610,5711,7320,3218,3772,3773,6603
C1_07390W,2114,2195,1946,1797,1889,1643,1550,2357
C1_07400C,297,774,1085,472,414,597,653,786
C1_07410C,3159,3800,4454,3534,2401,3936,4180,5076
C1_07420C,601,1107,1195,902,821,658,1009,772
C1_07430W,41,66,11,52,104,67,63,114
C1_07440W,1688,2381,1487,1768,2151,2552,1446,1905
C1_07460C,560,943,1095,648,532,675,809,481
C1_07470C,256,422,788,230,193,442,215,279
C1_07480C,39,63,66,23,7,54,61,0
C1_07490C,214,435,626,140,367,773,397,430
C1_07500C,887,1616,2208,1102,1612,2324,2209,1317
C1_07510W,380,546,503,310,474,698,563,14
C1_07520C,5275,7759,6701,6399,3108,5909,4318,5850
C1_07530W,20,6,0,24,20,7,47,0
C1_07540C,4268,5540,4993,5451,2372,2342,2074,2733
C1_07550W,546,895,775,642,627,652,626,9
C1_07560W,304,340,284,415,265,345,160,9
C1_07570C,377,306,304,319,349,218,317,2
C1_07580C,12,1,2,9,0,1,0,0
C1_07590C,1051,2359,2704,1628,891,1391,998,1428
C1_07600W,4331,7846,9188,6577,2761,3758,3925,5511
C1_07610C,503,1284,1411,1137,587,698,1035,1109
C1_07620C,33,103,135,65,51,55,84,33
C1_07630W,674,1399,1883,947,637,1097,856,1579
C1_07640C,218,350,482,398,298,145,166,12
C1_07650W,84,163,76,85,192,295,244,5
C1_07660W,408,895,872,735,1134,1118,1164,531
C1_07670W,30,59,13,44,30,22,3,0
C1_07680W,550,519,481,391,1048,658,593,1615
C1_07690C,1684,3531,4316,2487,3209,4731,5024,6639
C1_07700C,1662,3878,4425,1659,2801,5186,4842,4441
C1_07710C,2063,3314,4360,2615,4419,6381,5615,6893
C1_07770W,0,0,0,0,0,0,0,0
C1_07780W,1492,2341,2562,1946,1841,1815,1702,761
C1_07790C,195,229,310,176,273,405,261,248
C1_07800W,452,627,470,314,390,432,646,1
C1_07810C,191,609,329,206,522,577,585,1035
C1_07820W,269,473,357,289,420,590,347,1494
C1_07830C,254,254,258,181,269,162,262,1568
C1_07840W,1231,2050,2116,2053,932,1438,1045,980
C1_07850C,178,419,385,164,122,332,213,224
C1_07860W,135,154,101,79,46,147,37,495
C1_07870C,5189,4853,5336,7119,3959,4106,3961,7496
C1_07880C,2357,3060,3331,3599,1999,3556,2775,3986
C1_07890C,1985,3628,3439,2588,6186,10150,10127,9142
C1_07900W,1704,2962,3366,2802,2974,3753,3640,4844
C1_07910C,988,2088,1835,1535,1615,2287,2004,2233
C1_07920W,385,548,746,475,347,585,274,0
C1_07930C,382,748,815,518,628,940,903,923
C1_07950C,126,189,236,103,230,397,500,301
C1_07960W,18,168,238,147,167,222,234,0
C1_07970C,3623,5522,4515,3514,2092,3119,2088,3011
C1_07980C,208,70,114,314,99,41,4,9
C1_07990C,944,434,332,527,350,590,457,1632
C1_08000W,1147,1476,1407,520,1273,1467,1217,1230
C1_08010W,2872,2943,2953,1811,1931,3244,2119,2390
C1_08020W,941,1167,1247,631,779,1306,1057,1464
C1_08030W,4553,5094,4885,3735,3261,3974,3840,3811
C1_08040W,193,266,223,305,305,255,157,18
C1_08050W,2755,3011,2973,2574,1996,1778,1737,1726
C1_08060W,2218,2281,2639,2717,1855,2359,1920,2912
C1_08070W,13589,9576,8135,24272,12934,19558,14833,29353
C1_08080C,2489,2680,3713,2467,1093,1604,2056,1565
C1_08090C,6139,7554,7019,4144,5655,10403,7801,5246
C1_08100W,1475,1599,1335,983,1925,2907,2283,2028
C1_08110W,3968,5475,5275,3085,4027,6660,5503,5117
C1_08120W,1374,1558,1474,1312,565,1186,1191,1678
C1_08130C,699,1061,658,794,336,604,283,423
C1_08140W,298,492,221,197,218,464,361,608
C1_08150C,12,88,78,14,9,32,98,469
C1_08160W,602,809,1020,445,521,859,793,563
C1_08170C,1632,1770,1795,1391,517,883,621,1146
C1_08180C,19951,22745,21141,15708,5081,6478,4947,7742
C1_08190C,520,619,885,459,488,441,359,815
C1_08200W,270,303,203,243,195,132,362,383
C1_08210C,11809,14925,14789,9637,7565,14455,10446,18044
C1_08220W,2900,3328,2796,2410,2490,2581,2626,4049
C1_08230C,2098,2625,1958,2700,1016,1737,1067,2585
C1_08240C,195,298,114,243,426,779,657,387
C1_08260C,737,804,1021,815,559,870,904,461
C1_08270C,2686,3349,2457,2162,1395,1638,2044,1027
C1_08290C,896,1621,1709,704,1470,2149,1461,695
C1_08300W,2136,2017,1593,1356,1635,1960,1432,788
C1_08310W,2438,2712,2575,1495,550,701,396,1665
C1_08320W,28801,38095,31388,25872,25521,44434,30922,43009
C1_08330C,5722,7197,6178,5690,1321,1828,1226,2586
C1_08340C,411,476,655,437,449,266,244,1436
C1_08350C,9113,9165,8585,11234,4282,1703,1847,1139
C1_08360C,53306,64134,62676,57710,41803,48262,43270,64559
C1_08370W,5096,4370,4148,6942,2272,2500,2556,2238
C1_08380W,1501,3175,8325,3679,3025,4710,8413,3696
C1_08390C,1246,1521,1230,862,671,701,642,1888
C1_08400C,3621,4504,6100,3451,23259,37045,36328,29328
C1_08410C,312,582,639,331,4478,6210,7757,7079
C1_08420W,1879,2890,3122,1814,2481,3963,4579,3528
C1_08430W,1036,1144,1172,1170,1184,1888,1481,2258
C1_08440C,114,160,224,87,134,261,133,777
C1_08450C,1246,1889,1723,1029,1169,2054,1459,1515
C1_08460C,5214,7689,6292,5188,1793,2890,2714,2494
C1_08470W,960,950,1258,753,723,871,614,1109
C1_08480C,255,408,499,320,162,351,374,1015
C1_08490W,1232,1635,1630,1685,1414,1559,1569,2296
C1_08500C,249198,293306,252680,274985,361560,528215,446144,572150
C1_08510W,391,328,333,214,159,413,461,5
C1_08520C,315,564,591,312,513,831,1197,1151
C1_08530W,187,212,177,94,73,326,110,1
C1_08540C,3893,4137,3701,4241,2127,3070,2274,3309
C1_08550C,2165,2323,2546,2596,2625,3068,3659,2673
C1_08560W,2707,3480,3685,2173,3034,4571,4566,3224
C1_08570C,539,1210,1252,204,242,554,424,269
C1_08580C,1878,2489,2247,1194,969,1161,902,1648
C1_08590C,24928,33766,32969,21647,4251,7656,5798,11426
C1_08600C,2480,2985,2767,1676,1404,2340,1633,3937
C1_08610C,3992,5340,5447,5554,2758,2938,1603,3377
C1_08620W,290,269,255,299,155,433,244,171
C1_08630W,653,679,954,722,514,585,696,77
C1_08640W,1263,1147,1220,1358,1152,1026,987,2314
C1_08650C,496,810,711,940,559,648,556,1107
C1_08660C,241,342,521,337,199,387,280,1524
C1_08670W,1099,1435,1824,590,648,1515,1118,1154
C1_08680C,665,1023,999,671,476,744,626,1748
C1_08690W,634,756,896,891,473,740,652,1309
C1_08700W,3418,4437,4331,3081,2208,4225,3077,3754
C1_08710W,6,66,173,63,24,96,101,0
C1_08730W,1184,1730,1546,1104,453,679,436,50
C1_08740C,13761,14176,12271,10472,7688,10153,9048,10003
C1_08750W,502,539,453,317,457,473,413,631
C1_08760W,211,343,446,247,339,409,287,409
C1_08770W,147,415,305,305,803,987,918,954
C1_08780W,2080,2448,2710,1932,1697,1965,2232,3328
C1_08790W,986,2539,1748,733,2249,4023,2886,6021
C1_08800W,647,1114,1666,1206,560,1213,1183,1517
C1_08810C,1885,1975,2658,2053,2103,2837,2587,1832
C1_08820C,318,296,474,253,264,247,318,803
C1_08830C,35,42,42,54,1,56,57,0
C1_08840W,79,152,183,149,118,140,142,530
C1_08850C,411,499,388,315,250,186,213,130
C1_08860C,1064,1381,945,1150,748,1077,568,1024
C1_08870C,683,971,1112,529,808,825,744,5
C1_08880W,2572,4784,5148,3548,1692,1750,1657,2358
C1_08890C,55,154,240,131,104,139,137,18
C1_08900W,326,243,286,226,918,1182,1387,400
C1_08910C,337,613,744,345,313,575,775,309
C1_08920W,1018,1446,1583,719,757,1185,1385,333
C1_08930C,943,1269,1554,787,715,685,660,631
C1_08940C,2752,5159,3613,4027,2387,3480,2850,4828
C1_08950W,3514,5067,4802,4079,2097,3090,2251,5086
C1_08980C,4299,9366,11614,7566,5079,9012,7856,6635
C1_08990C,2458,3479,3383,2109,2185,2880,2254,2745
C1_09000W,669,1082,957,401,453,1200,670,655
C1_09010W,772,1198,939,815,741,688,615,1150
C1_09020W,2397,3783,3900,2911,1304,1522,1433,2062
C1_09030C,8662,16170,16296,13145,6532,6811,7153,6385
C1_09040C,459,736,764,479,473,797,746,1213
C1_09050W,201,463,566,218,380,561,482,19
C1_09060C,1266,1961,2240,986,1064,1350,748,1777
C1_09070W,2435,4323,5015,3191,2410,2584,2490,4319
C1_09080C,4803,16700,11993,4323,2402,6252,3977,3288
C1_09090C,1101,1379,1002,1148,808,862,752,869
C1_09100W,199,289,268,317,348,186,109,0
C1_09110W,231,570,836,608,319,259,268,0
C1_09120W,304,796,717,374,432,431,376,2
C1_09130W,1896,2204,2254,2075,758,1040,711,842
C1_09140C,1331,4069,2631,2113,1151,1765,1283,1316
C1_09150W,89,4,11,45,0,21,20,0
C1_09160W,244,299,432,278,231,441,252,1337
C1_09170W,854,1416,1452,830,897,1531,1018,2856
C1_09180W,348,757,633,394,140,148,182,325
C1_09190C,4186,8043,6271,5829,5913,15422,10702,15077
C1_09200W,559,740,899,615,710,896,682,916
C1_09210C,2204,2119,2029,2397,607,639,339,873
C1_09220W,1854,2537,1715,1583,1145,963,562,839
C1_09230C,658,729,1037,533,625,685,465,457
C1_09240C,42,84,219,66,150,96,129,0
C1_09250W,1175,1512,1060,2333,2995,5338,4224,6343
C1_09260C,1151,1010,873,930,668,880,597,2482
C1_09270W,215,284,120,271,78,104,71,411
C1_09280W,363,793,620,539,382,710,512,513
C1_09290C,4840,6764,6064,4682,940,1805,1287,3664
C1_09300C,0,24,27,22,24,22,0,0
C1_09310C,485,1223,1003,1082,252,373,404,518
C1_09320C,230,301,154,490,350,184,294,0
C1_09330W,78,130,169,66,345,191,150,36
C1_09340C,2410,3776,3881,2824,579,698,709,1646
C1_09350W,860,1192,1271,641,1243,1690,1631,731
C1_09360C,4211,5886,6135,4309,2358,3813,2867,6975
C1_09370W,890,940,943,799,615,688,793,623
C1_09380W,997,1616,1904,1228,748,1326,1273,1153
C1_09390W,129,297,264,175,65,275,196,11
C1_09400C,1263,1275,939,1212,547,453,171,990
C1_09410W,0,1,0,6,11,0,0,0
C1_09420W,2,1,0,0,3,0,0,0
C1_09430W,898,1711,1989,827,506,846,828,499
C1_09440W,713,1032,1249,913,425,365,625,19
C1_09450C,3466,4949,4917,3529,2835,4294,4282,3645
C1_09460W,799,1377,1829,585,1229,2435,1708,2791
C1_09470C,912,1070,1638,928,841,1185,1187,2130
C1_09480W,254,285,267,292,345,296,214,0
C1_09490C,3430,4877,4950,2967,5275,8046,8508,11162
C1_09500W,0,2,0,4,14,0,21,2
C1_09510W,516,862,1039,647,723,830,1214,1237
C1_09520C,515,834,1073,679,718,1818,1243,2837
C1_09530W,231,649,662,466,439,613,702,488
C1_09540W,822,1797,1394,458,273,471,490,569
C1_09550W,9,139,164,21,0,48,54,0
C1_09570W,648,901,1149,642,595,1004,762,1214
C1_09580C,4,94,105,88,93,38,92,465
C1_09590C,0,6,0,9,0,2,0,0
C1_09600C,467,473,296,468,293,488,363,1566
C1_09610W,1076,1593,1710,797,1177,1642,1500,352
C1_09620C,398,754,1031,517,473,622,740,1213
C1_09630W,1087,1552,1312,966,833,1223,828,1047
C1_09640W,7275,8034,9705,9238,12844,16541,17112,18603
C1_09650W,531,526,572,734,563,390,433,20
C1_09660W,3992,4460,4635,3273,2078,2999,2067,4658
C1_09670C,335,406,487,229,278,644,478,150
C1_09680W,7254,8583,8699,5448,7015,11137,9385,10003
C1_09690W,11986,11329,11420,10550,4724,5093,3770,9912
C1_09700W,14,16,0,8,36,8,17,264
C1_09710C,641,666,544,443,1051,1331,1199,1812
C1_09720W,3700,3830,4141,4660,8029,12303,9452,14857
C1_09730W,195,393,425,372,385,813,668,3025
C1_09740C,43,66,72,45,114,107,47,5
C1_09750W,787,1157,1002,712,719,990,1057,528
C1_09760C,846,1304,1353,1066,654,866,825,1479
C1_09770W,494,623,571,331,25,172,79,0
C1_09780C,744,672,518,1019,531,762,699,479
C1_09790C,563,514,663,305,476,657,644,1658
C1_09800C,1252,1619,1350,1071,658,1225,833,975
C1_09810W,360,358,468,333,352,582,639,1115
C1_09820C,0,0,0,0,0,0,0,0
C1_09830W,2475,3208,3218,2164,1933,3230,1958,2625
C1_09840C,838,1063,1220,632,696,835,815,768
C1_09850C,2072,2826,2857,3476,2170,2609,2386,2947
C1_09860C,1117,1310,1458,1031,1035,1045,1053,2417
C1_09870W,418,580,626,147,160,501,514,450
C1_09880C,90,290,473,157,228,318,353,337
C1_09900W,32,51,26,46,25,1,36,0
C1_09910C,466,762,623,432,272,309,160,501
C1_09920W,1334,1528,1291,1031,875,977,771,2753
C1_09930W,54,196,145,173,157,86,87,448
C1_09940W,218,429,352,274,126,201,130,698
C1_09950C,687,610,611,509,422,476,479,1
C1_09960W,298,194,293,200,129,175,138,73
C1_09970C,892,1389,1384,784,429,788,544,400
C1_09980C,1481,3615,3609,2545,480,1034,706,1787
C1_09990W,2353,3921,5566,3150,1711,2270,2103,3466
C1_10000C,1016,1871,1643,850,333,493,644,676
C1_10010C,3346,4464,4111,2167,901,1538,1248,1485
C1_10020W,455,1102,758,455,149,373,188,692
C1_10030W,605,719,818,344,1082,1150,1437,1252
C1_10040W,3246,4568,4662,4450,2293,2940,2430,6887
C1_10050W,25,17,20,52,29,37,0,40
C1_10060C,153,103,68,138,103,70,14,22
C1_10070C,915,1804,1899,1163,775,1852,1428,3745
C1_10080W,320,430,321,245,114,260,226,694
C1_10090C,2745,3386,3234,2512,1606,2133,2037,4305
C1_10100C,1540,2846,3153,2117,3110,5051,4421,4582
C1_10110W,306,191,140,166,174,201,277,2
C1_10120C,2117,1973,1989,1826,1272,1505,1092,2741
C1_10140C,2258,2270,2336,2301,550,553,455,187
C1_10150W,6,25,2,5,0,8,1,1
C1_10160W,7797,10708,9429,7190,4876,4968,4891,3345
C1_10170W,12,13,0,18,15,58,0,0
C1_10180C,2491,1835,1785,3259,1337,819,792,1912
C1_10190W,844,1028,869,718,911,921,725,802
C1_10200C,198,904,932,387,558,1360,1269,873
C1_10210C,1607,3351,2822,1172,1160,2159,1859,363
C1_10220C,674,1137,1606,1025,568,824,533,327
C1_10230C,3065,4041,3797,3475,1577,2526,1521,2326
C1_10240C,250,526,663,623,226,26,12,901
C1_10250C,274,234,375,131,60,262,172,45
C1_10260C,73,247,300,187,234,495,349,250
C1_10270C,1125,1162,1515,1079,923,896,1169,1637
C1_10280C,1679,2066,2003,2514,1530,1588,1165,1602
C1_10290W,3345,2269,2524,3814,242,151,108,2021
C1_10300W,801,1048,1268,617,1115,1081,1217,1638
C1_10310W,216,382,475,406,113,207,227,1043
C1_10320W,554,563,628,445,891,664,626,2114
C1_10330C,335,598,591,479,467,419,532,1210
C1_10340W,444,482,518,262,340,258,187,4
C1_10350C,1311,3345,2224,1143,402,1068,710,1440
C1_10360C,2200,4283,3798,4228,5247,7883,6508,9136
C1_10370W,0,3,0,0,2,10,0,0
C1_10380C,1772,2960,3129,1485,1520,2422,1994,1952
C1_10390C,6755,8077,11224,6996,19472,26650,31950,26540
C1_10400C,353,828,734,912,985,1743,1565,1692
